change_id,tags
8_change1,-Coupling|-Size|+NumPullRequests|MinorContributor
9_change20,+Coupling|-Complexity|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MajorContributor
9_change19,+Size|+NumPullRequests|+WordsInDiscussion|LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MajorContributor
9_change18,+NumPullRequests|+WordsInDiscussion|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
9_change17,+Coupling|-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|MajorContributor
9_change16,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
9_change15,-Coupling|+Complexity|-Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
9_change14,+Coupling|-Complexity|+Size|+NumPullRequests|MinorContributor
9_change13,+Coupling|+NumPullRequests|MinorContributor
9_change12,+Coupling|+NumPullRequests|MinorContributor
9_change11,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|MinorContributor
9_change10,+NumPullRequests|MinorContributor
9_change9,+NumPullRequests|MinorContributor
9_change8,-Coupling|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|MinorContributor
9_change7,+Coupling|+Size|+NumPullRequests|MinorContributor
9_change6,+NumPullRequests|MinorContributor
9_change5,+NumPullRequests|LowCodeChurn|MinorContributor
9_change4,-Coupling|-Size|+NumPullRequests|HighCodeChurn|+Contributor|MinorContributor
9_change3,+Coupling|+Size|+NumPullRequests|MajorContributor
9_change2,+Coupling|+NumPullRequests|MajorContributor
9_change1,-Coupling|-Size|+NumPullRequests|MinorContributor
10_change8,-Cohesion|+Complexity|-Size|HighHunksCount|+Contributor|MajorContributor
10_change7,+Complexity|LowChangeSet|LowCodeChurn|MajorContributor
10_change6,+Coupling|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
10_change5,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
10_change4,-Coupling|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
10_change3,+Coupling|+NumPullRequests|+Contributor|MajorContributor
10_change2,+Coupling|+Complexity|+Size|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
10_change1,-Complexity|-Size|LowCodeChurn|+Contributor|MinorContributor
11_change1,+Size|HighHunksCount|+Contributor|MajorContributor
12_change3,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MajorContributor
12_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
12_change1,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
13_change13,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MajorContributor
13_change12,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
13_change11,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
13_change10,+Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighHunksCount|MajorContributor
13_change9,-Coupling|-Complexity|-Size|+NumPullRequests|+Contributor|MajorContributor
13_change8,+NumPullRequests|MajorContributor
13_change7,+NumPullRequests|LowCodeChurn|MajorContributor
13_change6,+Coupling|+Complexity|+Size|+NumPullRequests|MajorContributor
13_change5,+NumPullRequests|+Contributor|MinorContributor
13_change4,+NumPullRequests|HighHunksCount|MajorContributor
13_change3,+Complexity|+Size|+NumPullRequests|LowChangeSet|LowCodeChurn|MajorContributor
13_change2,+Size|+NumPullRequests|LowCodeChurn|+Contributor|MinorContributor
13_change1,-Coupling|+NumPullRequests|MajorContributor
15_change2,-Size|+Inheritance|HighHunksCount|LowCodeChurn|MajorContributor
15_change1,-Size|HighCodeChurn|+Contributor|MinorContributor
17_change4,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MajorContributor
17_change3,+NumPullRequests|+Contributor|MajorContributor
17_change2,+NumPullRequests|MajorContributor
17_change1,-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MajorContributor
21_change15,-Cohesion|-Complexity|+Size|+Contributor|MajorContributor|ExtractionRefactoring
21_change14,+Complexity|-Size|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
21_change13,-Cohesion|-Coupling|-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighHunksCount|+Contributor|MajorContributor|MoveRefactoring|ExtractionRefactoring
21_change12,+Cohesion|+Coupling|+Complexity|-Size|+NumPullRequests|HighHunksCount|+Contributor|MajorContributor
21_change11,+Coupling|+NumPullRequests|+Contributor|MinorContributor
21_change10,+NumPullRequests|HighHunksCount|MajorContributor
21_change9,+NumPullRequests|LowCodeChurn|MajorContributor
21_change8,-Cohesion|-Coupling|-Complexity|+Size|+NumPullRequests|HighHunksCount|MajorContributor|MoveRefactoring|ExtractionRefactoring
21_change7,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|MajorContributor
21_change6,+NumPullRequests|+Contributor|MajorContributor
21_change5,+NumPullRequests|HighCodeChurn|+Contributor|MinorContributor
21_change4,+NumPullRequests|HighHunksCount|MajorContributor
21_change3,+Cohesion|+Coupling|+Complexity|-Size|+NumPullRequests|HighHunksCount|MajorContributor|MoveRefactoring
21_change2,+Complexity|-Size|LowCodeChurn|+Contributor|MinorContributor
21_change1,LowCodeChurn|+Contributor|MinorContributor|ExtractionRefactoring
22_change6,-Coupling|+Complexity|-Size|LowChangeSet|HighHunksCount|+Contributor|MajorContributor
22_change5,+Complexity|LowChangeSet|LowCodeChurn|+Contributor|MajorContributor
22_change4,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
22_change3,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
22_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
22_change1,+NumPullRequests|+Contributor|MajorContributor
23_change3,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MinorContributor
23_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
23_change1,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
24_change4,+Coupling|-Complexity|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
24_change3,+Complexity|+NumPullRequests|+WordsInDiscussion|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
24_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
24_change1,-Coupling|+Complexity|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
25_change6,-Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
25_change5,+Coupling|-Complexity|+NumPullRequests|+WordsInDiscussion|+Contributor|MinorContributor
25_change4,+Complexity|+NumPullRequests|+WordsInDiscussion|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
25_change3,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
25_change2,-Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
25_change1,+Coupling|-Complexity|-Size|+NumPullRequests|+Contributor|MajorContributor
26_change3,-Complexity|-Size|+Inheritance|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MajorContributor
26_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
26_change1,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
27_change3,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MinorContributor
27_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
27_change1,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
28_change9,+NumPullRequests|HighHunksCount|+Contributor|MajorContributor
28_change8,+NumPullRequests|+Contributor|MajorContributor
28_change7,+Coupling|+Size|LowChangeSet|LowCodeChurn|MajorContributor
28_change6,-Coupling|-Size|+NumPullRequests|MajorContributor
28_change5,MajorContributor
28_change4,+Coupling|-Complexity|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
28_change3,+Complexity|+NumPullRequests|+WordsInDiscussion|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
28_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
28_change1,-Coupling|+Complexity|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
29_change3,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MajorContributor
29_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
29_change1,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
30_change6,-Coupling|+Complexity|-Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MajorContributor
30_change5,+Coupling|-Complexity|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
30_change4,+Complexity|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
30_change3,-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|MajorContributor
30_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
30_change1,-Coupling|-Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
32_change7,LowChangeSet|LowCodeChurn|MajorContributor
32_change6,-Complexity|+Size|+NumPullRequests|+Contributor|MinorContributor
32_change5,+NumPullRequests|MinorContributor
32_change4,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MajorContributor
32_change3,+Coupling|-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
32_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|+Contributor|MajorContributor
32_change1,-Coupling|+Complexity|-Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|MajorContributor
35_change6,+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MajorContributor|RenameRefactoring
35_change5,+Coupling|-Size|+NumPullRequests|+Contributor|MinorContributor
35_change4,+NumPullRequests|+Contributor|MajorContributor
35_change3,+NumPullRequests|MajorContributor
35_change2,+Coupling|-Size|+NumPullRequests|HighHunksCount|MajorContributor
35_change1,-Coupling|+Size|+NumPullRequests|MajorContributor|RenameRefactoring
37_change5,+Coupling|+Complexity|+Size|+NumPullRequests|HighHunksCount|MajorContributor
37_change4,+Coupling|+NumPullRequests|MajorContributor
37_change3,-Complexity|+NumPullRequests|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
37_change2,+Complexity|-Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighHunksCount|MajorContributor
37_change1,+Coupling|+Complexity|+Size|HighHunksCount|MajorContributor
39_change1,+Cohesion|+Coupling|+Complexity|+Size|+NumPullRequests|MajorContributor
40_change10,+Cohesion|-Complexity|+Size|+NumPullRequests|LowChangeSet|LowCodeChurn|MajorContributor
40_change9,+Size|+NumPullRequests|MajorContributor
40_change8,+Coupling|+Complexity|-Size|+NumPullRequests|HighHunksCount|MajorContributor
40_change7,+Cohesion|+Coupling|+Complexity|+Size|+NumPullRequests|HighHunksCount|MajorContributor|RenameRefactoring
40_change6,-Cohesion|+Coupling|-Complexity|+Size|+NumPullRequests|LowChangeSet|LowCodeChurn|MajorContributor
40_change5,+Coupling|+Complexity|+Size|LowChangeSet|LowCodeChurn|MajorContributor
40_change4,+Size|LowChangeSet|LowCodeChurn|MajorContributor
40_change3,+Coupling|+Complexity|+Size|LowChangeSet|LowCodeChurn|MajorContributor
40_change2,+Coupling|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|MajorContributor
40_change1,-Coupling|-Complexity|-Size|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
42_change2,+NumPullRequests|MajorContributor
42_change1,LowChangeSet|LowCodeChurn|MajorContributor
43_change1,-Coupling|+Complexity|+Size|+NumPullRequests|LowChangeSet|LowCodeChurn|MajorContributor
44_change1,LowChangeSet|LowCodeChurn|MajorContributor
45_change1,+Complexity|-Size|LowChangeSet|LowCodeChurn|MajorContributor
46_change1,+Complexity|-Size|LowChangeSet|LowCodeChurn|MajorContributor
47_change8,-Cohesion|+Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MajorContributor
47_change7,-Cohesion|-Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|+Contributor|MajorContributor
47_change6,-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
47_change5,-Complexity|-Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|+Contributor|MinorContributor
47_change4,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|+Contributor|MajorContributor
47_change3,+Cohesion|+Coupling|-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|MajorContributor
47_change2,-Cohesion|-Coupling|+Complexity|-Size|+NumPullRequests|+Contributor|MinorContributor
47_change1,+Size|+NumPullRequests|HighHunksCount|+Contributor|MinorContributor
49_change8,LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MajorContributor
49_change7,+Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|LowCodeChurn|MajorContributor
49_change6,-Complexity|+Size|+NumPullRequests|HighHunksCount|+Contributor|MajorContributor
49_change5,-Cohesion|+Coupling|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighHunksCount|+Contributor|MajorContributor|RenameRefactoring
49_change4,+Cohesion|-Size|+NumPullRequests|+Contributor|MinorContributor
49_change3,+NumPullRequests|+Contributor|MajorContributor
49_change2,+NumPullRequests|MajorContributor
49_change1,-Cohesion|+Coupling|+Size|+NumPullRequests|HighHunksCount|MajorContributor|RenameRefactoring
52_change1,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighHunksCount|+Contributor|MinorContributor
53_change1,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
55_change3,+Size|+NumPullRequests|+Contributor|MinorContributor
55_change2,-Complexity|-Size|+NumPullRequests|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
55_change1,+Coupling|+Complexity|+Size|+NumPullRequests|LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MajorContributor
56_change10,+Coupling|+Complexity|+Size|LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MajorContributor|ExtractionRefactoring
56_change9,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MajorContributor
56_change8,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
56_change7,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
56_change6,+Coupling|-Complexity|+Size|+NumPullRequests|HighHunksCount|+Contributor|MajorContributor
56_change5,+Coupling|+NumPullRequests|+Contributor|MinorContributor
56_change4,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighHunksCount|MajorContributor
56_change3,+NumPullRequests|MinorContributor
56_change2,-Coupling|+NumPullRequests|LowCodeChurn|MajorContributor
56_change1,+Cohesion|+Coupling|+Complexity|+Size|+NumPullRequests|MajorContributor
57_change1,+Coupling|+Complexity|+Size|+NumPullRequests|+Contributor|MajorContributor
59_change1,+Complexity|+Size|+NumPullRequests|+Contributor|MajorContributor
61_change4,+Coupling|-Complexity|+Size|LowChangeSet|LowCodeChurn|+Contributor|MajorContributor
61_change3,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|+Contributor|MajorContributor
61_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
61_change1,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
63_change11,LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
63_change10,+Coupling|-Complexity|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
63_change9,-Complexity|-Size|+NumPullRequests|+WordsInDiscussion|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
63_change8,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|+Contributor|MajorContributor
63_change7,-Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|MajorContributor|ExtractionRefactoring
63_change6,+Coupling|-Complexity|-Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|MajorContributor|RenameRefactoring
63_change5,+Coupling|-Size|+NumPullRequests|HighHunksCount|MajorContributor
63_change4,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighHunksCount|+Contributor|MajorContributor
63_change3,+NumPullRequests|MajorContributor
63_change2,-Coupling|+NumPullRequests|LowCodeChurn|MajorContributor
63_change1,+Size|+NumPullRequests|MajorContributor|RenameRefactoring
64_change4,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowCodeChurn|+Contributor|MinorContributor
64_change3,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|+Contributor|MajorContributor
64_change2,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
64_change1,+NumPullRequests|+Contributor|MajorContributor
67_change3,+Coupling|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighHunksCount|+Contributor|MajorContributor|RenameRefactoring
67_change2,-Coupling|-Size|+NumPullRequests|+Contributor|MinorContributor
67_change1,+Coupling|+Size|+NumPullRequests|HighHunksCount|MajorContributor|RenameRefactoring
68_change7,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|HighHunksCount|+Contributor|MajorContributor
68_change6,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MinorContributor
68_change5,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|MajorContributor
68_change4,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|MajorContributor
68_change3,+NumPullRequests|+Contributor|MinorContributor
68_change2,-Coupling|-Complexity|-Size|+NumPullRequests|+Contributor|MajorContributor|MoveRefactoring|ExtractionRefactoring|RenameRefactoring
68_change1,+NumPullRequests|+Contributor|MajorContributor
69_change2,+Contributor|MinorContributor
69_change1,+Complexity|+Size|+Contributor|MajorContributor
70_change2,+Contributor|MinorContributor
70_change1,-Cohesion|+Coupling|+Complexity|+Size|+Contributor|MajorContributor
71_change22,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowCodeChurn|+Contributor|MinorContributor
71_change21,+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|LowChangeSet|LowCodeChurn|+Contributor|MajorContributor
71_change20,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|LowChangeSet|LowCodeChurn|MajorContributor
71_change19,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|LowChangeSet|LowCodeChurn|MajorContributor
71_change18,+Coupling|-Complexity|-Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
71_change17,+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
71_change16,-Coupling|+Complexity|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighCodeChurn|MajorContributor
71_change15,+Coupling|-Complexity|+Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|MajorContributor|RenameRefactoring
71_change14,+Coupling|-Size|+NumPullRequests|MinorContributor
71_change13,+Coupling|+NumPullRequests|+Contributor|MajorContributor
71_change12,+NumPullRequests|HighHunksCount|MajorContributor
71_change11,+NumPullRequests|MajorContributor
71_change10,+NumPullRequests|HighHunksCount|MajorContributor
71_change9,+Size|+NumPullRequests|MajorContributor
71_change8,+NumPullRequests|+Contributor|MinorContributor
71_change7,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|MajorContributor
71_change6,+NumPullRequests|HighCodeChurn|+Contributor|MinorContributor
71_change5,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|LowCodeChurn|+Contributor|MinorContributor
71_change4,+Coupling|-Size|+NumPullRequests|HighHunksCount|MajorContributor
71_change3,-Cohesion|+Complexity|-Size|+NumPullRequests|+Contributor|MajorContributor
71_change2,-Cohesion|-Size|+NumPullRequests|HighHunksCount|MajorContributor
71_change1,+Coupling|+Complexity|+Size|LowChangeSet|LowCodeChurn|+Contributor|MinorContributor
72_change1,LowChangeSet|LowCodeChurn|+Contributor|MajorContributor
73_change24,+Cohesion|+Coupling|+Complexity|+Size|LowChangeSet|LowCodeChurn|+Contributor|MajorContributor
73_change23,+Coupling|-Complexity|+Size|+NumPullRequests|LowChangeSet|HighHunksCount|+Contributor|MajorContributor|ExtractionRefactoring
73_change22,-Cohesion|-Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|HighChangeSet|HighHunksCount|+Contributor|MajorContributor
73_change21,+Cohesion|+Coupling|-Complexity|-Size|+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighHunksCount|MajorContributor
73_change20,-Cohesion|+Coupling|+Complexity|+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|HighHunksCount|+Contributor|MajorContributor
73_change19,+Size|+NumPullRequests|+WordsInDiscussion|+WordsPerComment|+Contributor|MinorContributor
73_change18,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|HighHunksCount|LowCodeChurn|+Contributor|MinorContributor
73_change17,+NumPullRequests|+WordsInDiscussion|+WordsPerComment|LowChangeSet|HighHunksCount|LowCodeChurn|MajorContributor
73_change16,+NumPullRequests|+WordsInDiscussion|-WordsPerComment|HighChangeSet|HighHunksCount|HighCodeChurn|MajorContributor
